Sigla,Codigo,Munic’pio,1991,2000
MG,3150703,Pirajuba,2308,2155
MG,3150802,Piranga,3860,5079
MG,3150901,Piranguçu,1365,1692
MG,3151008,Piranguinho,3528,4607
MG,3151107,Pirapetinga,6279,8413
MG,3151206,Pirapora,45492,49377
MG,3151305,Piraœba,6660,8502
MG,3151404,Pitangui,16005,18629
MG,3151503,Piumhi,20758,25225
MG,3151602,Planura,6722,7873
MG,3151701,Poço Fundo,6911,8414
MG,3151800,Poços de Caldas,105205,130826
MG,3151909,Pocrane,4636,5147
MG,3152006,Pomp_u,16252,22286
MG,3152105,Ponte Nova,43382,48997
MG,3152131,Ponto Chique,1466,2120
MG,3152170,Ponto dos Volantes,2342,3060
MG,3152204,Porteirinha,15410,18140
MG,3152303,Porto Firme,2774,3897
MG,3152402,Pot_,6493,8201
MG,3152501,Pouso Alegre,74322,97756
MG,3152600,Pouso Alto,2840,3451
MG,3152709,Prados,4247,4988
MG,3152808,Prata,13125,17123
MG,3152907,Prat‡polis,7169,7658
MG,3153004,Pratinha,1189,1638
MG,3153103,Presidente Bernardes,993,1365
MG,3153202,Presidente Juscelino,1235,1736
MG,3153301,Presidente Kubitschek,1637,1737
MG,3153400,Presidente Oleg‡rio,8734,11099
MG,3153509,Alto Jequitib‡,2890,4011
MG,3153608,Prudente de Morais,5586,7864
MG,3153707,Quartel Geral,2063,2374
MG,3153806,Queluzito,388,673
MG,3153905,Raposos,13317,13455
MG,3154002,Raul Soares,12669,14299
MG,3154101,Recreio,8732,9057
MG,3154150,Reduto,1911,2930
MG,3154200,Resende Costa,6029,7629
MG,3154309,Resplendor,12194,13267
MG,3154408,Ressaquinha,2101,2503
MG,3154457,Riachinho,2205,3899
MG,3154507,Riacho dos Machados,1804,3084
MG,3154606,Ribeir‹o das Neves,119925,245401
MG,3154705,Ribeir‹o Vermelho,3220,3312
MG,3154804,Rio Acima,5641,6576
MG,3154903,Rio Casca,10429,11477
MG,3155009,Rio Doce,1283,1372
MG,3155108,Rio do Prado,2581,2892
MG,3155207,Rio Espera,1993,2238
MG,3155306,Rio Manso,2062,2862
MG,3155405,Rio Novo,6167,7264
MG,3155504,Rio Parana’ba,4481,6196
MG,3155603,Rio Pardo de Minas,6421,10495
MG,3155702,Rio Piracicaba,10277,10898
MG,3155801,Rio Pomba,11136,13290
MG,3155900,Rio Preto,2993,3864
MG,3156007,Rio Vermelho,3390,5045
MG,3156106,Rit‡polis,3289,3502
MG,3156205,Rochedo de Minas,1109,1703
MG,3156304,Rodeiro,2338,4309
MG,3156403,Romaria,2397,2662
MG,3156452,Ros‡rio da Limeira,1263,1649
MG,3156502,Rubelita,1711,2521
MG,3156601,Rubim,7269,7534
MG,3156700,Sabar‡,74757,112694
MG,3156809,Sabin—polis,8579,9688
MG,3156908,Sacramento,13639,15890
MG,3157005,Salinas,18794,26278
MG,3157104,Salto da Divisa,5408,5571
MG,3157203,Santa B‡rbara,18473,21294
MG,3157252,Santa B‡rbara do Leste,2237,2946
MG,3157278,Santa B‡rbara do Monte Verde,821,1242
MG,3157302,Santa B‡rbara do Tugœrio,1374,1801
MG,3157336,Santa Cruz de Minas,5582,7041
MG,3157377,Santa Cruz de Salinas,749,911
MG,3157401,Santa Cruz do Escalvado,1431,1643
MG,3157500,Santa Efigênia de Minas,1803,2486
MG,3157609,Santa F_ de Minas,1273,1967
MG,3157658,Santa Helena de Minas,2440,2762
MG,3157708,Santa Juliana,5986,6633
MG,3157807,Santa Luzia,130186,184208
MG,3157906,Santa Margarida,4705,6314
MG,3158003,Santa Maria de Itabira,5005,6025
MG,3158102,Santa Maria do Salto,3031,3693
MG,3158201,Santa Maria do Suaçu’,7869,9907
MG,3158300,Santana da Vargem,3552,4697
MG,3158409,Santana de Cataguases,2233,2613
MG,3158508,Santana de Pirapama,2335,2894
MG,3158607,Santana do Deserto,917,1225
MG,3158706,Santana do Garamb_u,908,1253
MG,3158805,Santana do Jacar_,3435,4163
MG,3158904,Santana do Manhuaçu,3549,4196
MG,3158953,Santana do Para’so,9649,17197
MG,3159001,Santana do Riacho,1184,1728
MG,3159100,Santana dos Montes,1466,2011
MG,3159209,Santa Rita de Caldas,4599,5489
MG,3159308,Santa Rita de Jacutinga,3150,3602
MG,3159357,Santa Rita de Minas,2823,3988
MG,3159407,Santa Rita de Ibitipoca,1652,2149
MG,3159506,Santa Rita do Itueto,1185,1790
MG,3159605,Santa Rita do Sapuca’,20091,25519
MG,3159704,Santa Rosa da Serra,1579,1870
MG,3159803,Santa Vit—ria,12196,12544
MG,3159902,Santo Ant™nio do Amparo,9125,14052
MG,3160009,Santo Ant™nio do Aventureiro,1513,2037
MG,3160108,Santo Ant™nio do Grama,2569,3238
MG,3160207,Santo Ant™nio do Itamb_,840,1171
MG,3160306,Santo Ant™nio do Jacinto,4225,6104
MG,3160405,Santo Ant™nio do Monte,13322,19042
MG,3160454,Santo Ant™nio do Retiro,735,1257
MG,3160504,Santo Ant™nio do Rio Abaixo,610,750
MG,3160603,Santo Hip—lito,2078,2127
MG,3160702,Santos Dumont,38087,40402
MG,3160801,S‹o Bento Abade,2175,3452
MG,3160900,S‹o Br‡s do Suaçu’,2477,2718
MG,3160959,S‹o Domingos das Dores,1165,2232
MG,3161007,S‹o Domingos do Prata,7889,9122
MG,3161056,S‹o F_lix de Minas,1329,1492
MG,3161106,S‹o Francisco,19277,27835
MG,3161205,S‹o Francisco de Paula,3419,4152
MG,3161304,S‹o Francisco de Sales,2782,3431
MG,3161403,S‹o Francisco do Gl—ria,2459,3101
MG,3161502,S‹o Geraldo,3951,5344
MG,3161601,S‹o Geraldo da Piedade,1028,1126
MG,3161650,S‹o Geraldo do Baixio,1244,1522
MG,3161700,S‹o Gonçalo do Abaet_,3888,3895
MG,3161809,S‹o Gonçalo do Par‡,5682,6213
MG,3161908,S‹o Gonçalo do Rio Abaixo,3160,3759
MG,3162005,S‹o Gonçalo do Sapuca’,15228,18132
MG,3162104,S‹o Gotardo,16520,25523
MG,3162203,S‹o Jo‹o Batista do Gl—ria,3661,4819
MG,3162252,S‹o Jo‹o da Lagoa,1081,1928
MG,3162302,S‹o Jo‹o da Mata,1289,1610
MG,3162401,S‹o Jo‹o da Ponte,6533,7862
MG,3162450,S‹o Jo‹o das Miss›es,1740,2089
MG,3162500,S‹o Jo‹o del Rei,66700,73785
MG,3162559,S‹o Jo‹o do Manhuaçu,2222,3681
MG,3162575,S‹o Jo‹o do Manteninha,1516,2040
MG,3162609,S‹o Jo‹o do Oriente,4921,6503
MG,3162658,S‹o Jo‹o do Pacu’,922,1525
MG,3162708,S‹o Jo‹o do Para’so,5179,8231
MG,3162807,S‹o Jo‹o Evangelista,7784,9282
MG,3162906,S‹o Jo‹o Nepomuceno,18955,22332
MG,3162922,S‹o Joaquim de Bicas,8904,13716
MG,3162948,S‹o Jos_ da Barra,1343,4319
MG,3162955,S‹o Jos_ da Lapa,5807,8904
MG,3163003,S‹o Jos_ da Safira,2343,2692
MG,3163102,S‹o Jos_ da Varginha,1128,1541
MG,3163201,S‹o Jos_ do Alegre,1879,2556
MG,3163300,S‹o Jos_ do Divino,2149,2456
MG,3163409,S‹o Jos_ do Goiabal,3285,3449
MG,3163508,S‹o Jos_ do Jacuri,1527,1714
MG,3163607,S‹o Jos_ do Mantimento,910,1285
MG,3163706,S‹o Lourenço,29498,36927
MG,3163805,S‹o Miguel do Anta,2782,3331
MG,3163904,S‹o Pedro da Uni‹o,1901,2740
MG,3164001,S‹o Pedro dos Ferros,6733,7036
MG,3164100,S‹o Pedro do Suaçu’,2940,2215
MG,3164209,S‹o Rom‹o,3688,5169
MG,3164308,S‹o Roque de Minas,2755,3728
MG,3164407,S‹o Sebasti‹o da Bela Vista,1859,2364
MG,3164431,S‹o Sebasti‹o da Vargem Alegre,764,1223
MG,3164472,S‹o Sebasti‹o do Anta,1208,2887
MG,3164506,S‹o Sebasti‹o do Maranh‹o,2578,3098
MG,3164605,S‹o Sebasti‹o do Oeste,1089,1624
MG,3164704,S‹o Sebasti‹o do Para’so,41446,51962
MG,3164803,S‹o Sebasti‹o do Rio Preto,648,590
MG,3164902,S‹o Sebasti‹o do Rio Verde,770,1022
MG,3165008,S‹o Tiago,6106,7463
MG,3165107,S‹o Tom‡s de Aquino,4619,5368
MG,3165206,S‹o Thom_ das Letras,2029,3212
MG,3165305,S‹o Vicente de Minas,4413,5453
MG,3165404,Sapuca’-Mirim,1987,2654
MG,3165503,Sardo‡,1224,1569
MG,3165537,Sarzedo,9793,14738
MG,3165552,Setubinha,796,1432
MG,3165560,Sem-Peixe,1173,1167
MG,3165578,Senador Amaral,2039,2980
MG,3165602,Senador Cortes,821,1091
MG,3165701,Senador Firmino,3092,3998
MG,3165800,Senador Jos_ Bento,583,854
MG,3165909,Senador Modestino Gonçalves,1170,1454
MG,3166006,Senhora de Oliveira,2298,2722
MG,3166105,Senhora do Porto,1080,1317
MG,3166204,Senhora dos Rem_dios,2732,2850
MG,3166303,Sericita,2003,3019
MG,3166402,Seritinga,1120,1339
MG,3166501,Serra Azul de Minas,1112,1661
MG,3166600,Serra da Saudade,479,533
MG,3166709,Serra dos Aimor_s,8081,6498
MG,3166808,Serra do Salitre,4925,6604
MG,3166907,Serrania,5255,6226
MG,3166956,Serran—polis de Minas,1302,1567
MG,3167004,Serranos,1388,1595
MG,3167103,Serro,9766,11791
MG,3167202,Sete Lagoas,140125,180785
MG,3167301,Silveir‰nia,655,1021
MG,3167400,Silvian—polis,2844,3046
MG,3167509,Sim‹o Pereira,856,1334
MG,3167608,Simon_sia,4086,6484
MG,3167707,Sobr‡lia,3373,3900
MG,3167806,Soledade de Minas,2854,3312
MG,3167905,Tabuleiro,2126,2595
MG,3168002,Taiobeiras,16835,21795
MG,3168051,Taparuba,1064,1355
MG,3168101,Tapira,1676,2216
MG,3168200,Tapira’,951,1133
MG,3168309,Taquaraçu de Minas,971,1378
MG,3168408,Tarumirim,5522,6005
MG,3168507,Teixeiras,5352,6949
MG,3168606,Te—filo Otoni,101111,102812
MG,3168705,Tim—teo,54997,71310
MG,3168804,Tiradentes,3310,4167
MG,3168903,Tiros,4202,4829
MG,3169000,Tocantins,8565,11347
MG,3169059,Tocos do Moji,618,818
MG,3169109,Toledo,1430,1952
MG,3169208,Tombos,6327,8317
MG,3169307,Três Coraç›es,49134,58419
MG,3169356,Três Marias,20092,22515
MG,3169406,Três Pontas,33740,40670
MG,3169505,Tumiritinga,3420,3875
MG,3169604,Tupaciguara,18708,20621
MG,3169703,Turmalina,7346,10158
MG,3169802,Turvol‰ndia,1441,2156
MG,3169901,Ub‡,54051,76687
MG,3170008,Uba’,3496,4621
MG,3170057,Ubaporanga,3612,5578
MG,3170107,Uberaba,200705,244171
MG,3170206,Uberl‰ndia,358165,488982
MG,3170305,Umburatiba,1522,1603
MG,3170404,Una’,41446,55549
MG,3170438,Uni‹o de Minas,2217,2272
MG,3170479,Uruana de Minas,0,1751
MG,3170503,Uruc‰nia,5255,7069
MG,3170529,Urucuia,1592,4319
MG,3170578,Vargem Alegre,3598,4824
MG,3170602,Vargem Bonita,1041,1180
MG,3170651,Vargem Grande do Rio Pardo,1090,1977
MG,3170701,Varginha,82242,104165
MG,3170750,Varj‹o de Minas,2009,3489
MG,3170800,V‡rzea da Palma,24464,27632
MG,3170909,Varzel‰ndia,6003,8531
MG,3171006,Vazante,13364,14928
MG,3171030,Verdel‰ndia,2287,3687
MG,3171071,Veredinha,1201,3120
MG,3171105,Ver’ssimo,1374,1475
MG,3171154,Vermelho Novo,928,1534
MG,3171204,Vespasiano,29583,75213
MG,3171303,Viçosa,46456,59792
MG,3171402,Vieiras,1275,1785
MG,3171501,Mathias Lobato,2987,3283
MG,3171600,Virgem da Lapa,4075,5883
MG,3171709,Virg’nia,2482,3371
MG,3171808,Virgin—polis,4539,5634
MG,3171907,Virgol‰ndia,2972,3180
MG,3172004,Visconde do Rio Branco,21040,25889
MG,3172103,Volta Grande,2785,3477
MG,3172202,Wenceslau Braz,1046,1186
MS,5000203,çgua Clara,2265,6685
MS,5000252,Alcin—polis,1573,2308
MS,5000609,Amamba’,15279,18818
MS,5000708,Anast‡cio,14376,17266
MS,5000807,Anauril‰ndia,3167,4420
MS,5000856,Ang_lica,6385,5692
MS,5000906,Ant™nio Jo‹o,5494,6297
MS,5001003,Aparecida do Taboado,11813,15644
MS,5001102,Aquidauana,29294,33816
MS,5001243,Aral Moreira,2949,3271
MS,5001508,Bandeirantes,4088,4533
MS,5001904,Bataguassu,8418,10757
MS,5002001,Bataypor‹,3599,7257
MS,5002100,Bela Vista,16121,18023
MS,5002159,Bodoquena,4125,5223
MS,5002209,Bonito,10322,12928
MS,5002308,Brasil‰ndia,4885,7287
MS,5002407,Caarap—,14265,14656
MS,5002605,Camapu‹,9503,10613
MS,5002704,Campo Grande,518687,655914
MS,5002803,Caracol,1892,2760
MS,5002902,Cassil‰ndia,12579,17866
MS,5002951,Chapad‹o do Sul,7301,8820
MS,5003108,Corguinho,1055,1489
MS,5003157,Coronel Sapucaia,5787,9472
MS,5003207,Corumb‡,76660,86144
MS,5003256,Costa Rica,9005,11483
MS,5003306,Coxim,22039,27419
MS,5003454,Deod‡polis,8920,8436
MS,5003488,Dois Irm‹os do Buriti,3931,4363
MS,5003504,Douradina,2487,2703
MS,5003702,Dourados,122856,149928
MS,5003751,Eldorado,7460,8318
MS,5003801,F‡tima do Sul,16953,16280
MS,5003900,Figueir‹o,,
MS,5004007,Gl—ria de Dourados,7990,7208
MS,5004106,Guia Lopes da Laguna,7058,9061
MS,5004304,Iguatemi,6997,9259
MS,5004403,Inocência,4930,4587
MS,5004502,Itapor‹,9971,11731
MS,5004601,Itaquira’,5285,6281
MS,5004700,Ivinhema,14993,15088
MS,5004809,Japor‹,1181,1205
MS,5004908,Jaraguari,911,1415
MS,5005004,Jardim,17601,20953
MS,5005103,Jate’,1347,1303
MS,5005152,Juti,3074,3365
MS,5005202,Lad‡rio,11060,13480
MS,5005251,Laguna Carap‹,1365,2200
MS,5005400,Maracaju,17356,21190
MS,5005608,Miranda,10677,12059
MS,5005681,Mundo Novo,14556,13612
MS,5005707,Navira’,25192,32662
MS,5005806,Nioaque,4769,6081
MS,5006002,Nova Alvorada do Sul,3068,6682
MS,5006200,Nova Andradina,22294,29882
MS,5006259,Novo Horizonte do Sul,0,2326
MS,5006275,Para’so das çguas,,
MS,5006309,Parana’ba,24051,32027
MS,5006358,Paranhos,5793,5795
MS,5006408,Pedro Gomes,6026,6521
MS,5006606,Ponta Por‹,45675,54383
MS,5006903,Porto Murtinho,6184,8339
MS,5007109,Ribas do Rio Pardo,5577,9485
MS,5007208,Rio Brilhante,11666,16677
MS,5007307,Rio Negro,3598,3739
MS,5007406,Rio Verde de Mato Grosso,12311,15416
MS,5007505,Rochedo,1402,2497
MS,5007554,Santa Rita do Pardo,2276,3239
MS,5007695,S‹o Gabriel do Oeste,8861,13631
MS,5007703,Sete Quedas,8532,8999
MS,5007802,Selv’ria,3786,4540
MS,5007901,Sidrol‰ndia,10794,15862
MS,5007935,Sonora,4974,8074
MS,5007950,Tacuru,3338,4380
MS,5007976,Taquarussu,2402,2088
MS,5008008,Terenos,4695,5682
MS,5008305,Três Lagoas,61650,73669
MS,5008404,Vicentina,3649,3544
MT,5100102,Acorizal,2848,2773
MT,5100201,çgua Boa,7513,11795
MT,5100250,Alta Floresta,24402,37287
MT,5100300,Alto Araguaia,8365,9072
MT,5100359,Alto Boa Vista,1745,1961
MT,5100409,Alto Garças,6975,7247
MT,5100508,Alto Paraguai,5429,6522
MT,5100607,Alto Taquari,2126,3670
MT,5100805,Apiac‡s,3462,4465
MT,5101001,Araguaiana,1991,2267
MT,5101209,Araguainha,1128,1143
MT,5101258,Araputanga,7276,10810
MT,5101308,Aren‡polis,13358,10699
MT,5101407,Aripuan‹,4467,14872
MT,5101605,Bar‹o de Melgaço,3222,3636
MT,5101704,Barra do Bugres,17323,21142
MT,5101803,Barra do Garças,41469,47843
MT,5101852,Bom Jesus do Araguaia,,
MT,5101902,Brasnorte,3710,6260
MT,5102504,C‡ceres,54163,66457
MT,5102603,Campin‡polis,4497,5717
MT,5102637,Campo Novo do Parecis,9161,14713
MT,5102678,Campo Verde,2848,13065
MT,5102686,Campos de Jœlio,783,1963
MT,5102694,Canabrava do Norte,1403,1835
MT,5102702,Canarana,4334,11657
MT,5102793,Carlinda,6386,3074
MT,5102850,Castanheira,3629,3680
MT,5103007,Chapada dos Guimar‹es,5249,9452
MT,5103056,Cl‡udia,3933,7852
MT,5103106,Cocalinho,2423,3589
MT,5103205,Col’der,14569,19423
MT,5103254,Colniza,,
MT,5103304,Comodoro,4069,8865
MT,5103353,Confresa,5018,6209
MT,5103361,Conquista D'Oeste,,
MT,5103379,Cotriguaçu,1659,3707
MT,5103403,Cuiab‡,395662,476532
MT,5103437,Curvel‰ndia,,
MT,5103452,Denise,4708,6553
MT,5103502,Diamantino,9650,14316
MT,5103601,Dom Aquino,7014,6402
MT,5103700,Feliz Natal,1735,5123
MT,5103809,Figueir—polis D'Oeste,1784,1761
MT,5103858,Gaœcha do Norte,450,1467
MT,5103908,General Carneiro,2023,2429
MT,5103957,Gl—ria D'Oeste,2120,2111
MT,5104104,Guarant‹ do Norte,14647,19365
MT,5104203,Guiratinga,12307,11514
MT,5104500,Indiava’,1035,1259
MT,5104526,Ipiranga do Norte,,
MT,5104542,Itanhang‡,,
MT,5104559,Itaœba,2062,4876
MT,5104609,Itiquira,2975,3031
MT,5104807,Jaciara,16941,20743
MT,5104906,Jangada,2122,2762
MT,5105002,Jauru,5659,6125
MT,5105101,Juara,15970,23087
MT,5105150,Ju’na,25822,30470
MT,5105176,Juruena,1067,3745
MT,5105200,Juscimeira,7628,7921
MT,5105234,Lambari D'Oeste,2959,1772
MT,5105259,Lucas do Rio Verde,4332,16145
MT,5105309,Luci‡ra,701,1921
MT,5105507,Vila Bela da Sant’ssima Trindade,3425,2787
MT,5105580,Marcel‰ndia,5544,9161
MT,5105606,Matup‡,7108,8786
MT,5105622,Mirassol d'Oeste,14508,18985
MT,5105903,Nobres,6493,11960
MT,5106000,Nortel‰ndia,9178,6555
MT,5106109,Nossa Senhora do Livramento,3456,3898
MT,5106158,Nova Bandeirantes,3610,1872
MT,5106174,Nova Nazar_,,
MT,5106182,Nova Lacerda,1094,1834
MT,5106190,Nova Santa Helena,,
MT,5106208,Nova Brasil‰ndia,3865,4074
MT,5106216,Nova Cana‹ do Norte,5981,4903
MT,5106224,Nova Mutum,6422,10376
MT,5106232,Nova Ol’mpia,8949,12721
MT,5106240,Nova Ubirat‹,1449,1635
MT,5106257,Nova Xavantina,13376,14506
MT,5106265,Novo Mundo,2595,1909
MT,5106273,Novo Horizonte do Norte,1824,1489
MT,5106281,Novo S‹o Joaquim,2567,4149
MT,5106299,Parana’ta,5326,5505
MT,5106307,Paranatinga,9213,11081
MT,5106315,Novo Santo Ant™nio,,
MT,5106372,Pedra Preta,7638,10373
MT,5106422,Peixoto de Azevedo,13585,20180
MT,5106455,Planalto da Serra,1066,1682
MT,5106505,Pocon_,21303,22326
MT,5106653,Pontal do Araguaia,1520,3090
MT,5106703,Ponte Branca,1853,1772
MT,5106752,Pontes e Lacerda,21790,29076
MT,5106778,Porto Alegre do Norte,2425,4616
MT,5106802,Porto dos Gaœchos,2942,3364
MT,5106828,Porto Esperidi‹o,2187,3481
MT,5106851,Porto Estrela,2969,2339
MT,5107008,Poxor_o,16555,14046
MT,5107040,Primavera do Leste,9758,36539
MT,5107065,Querência,2046,3920
MT,5107107,S‹o Jos_ dos Quatro Marcos,12423,13898
MT,5107156,Reserva do Cabaçal,1525,1557
MT,5107180,Ribeir‹o Cascalheira,2494,4781
MT,5107198,Ribeir‹ozinho,896,1351
MT,5107206,Rio Branco,3212,3477
MT,5107248,Santa Carmem,1381,2148
MT,5107263,Santo Afonso,1645,1483
MT,5107297,S‹o Jos_ do Povo,1161,1508
MT,5107305,S‹o Jos_ do Rio Claro,6617,10945
MT,5107354,S‹o Jos_ do Xingu,1672,3245
MT,5107404,S‹o Pedro da Cipa,2734,2969
MT,5107578,Rondol‰ndia,,
MT,5107602,Rondon—polis,111871,141838
MT,5107701,Ros‡rio Oeste,10839,10871
MT,5107743,Santa Cruz do Xingu,,
MT,5107750,Salto do C_u,2580,2408
MT,5107768,Santa Rita do Trivelato,,
MT,5107776,Santa Terezinha,1763,3358
MT,5107792,Santo Ant™nio do Leste,,
MT,5107800,Santo Ant™nio do Leverger,4503,5516
MT,5107859,S‹o F_lix do Araguaia,3006,5916
MT,5107875,Sapezal,4086,5493
MT,5107883,Serra Nova Dourada,,
MT,5107909,Sinop,28716,67706
MT,5107925,Sorriso,9124,31529
MT,5107941,Tabapor‹,5631,6214
MT,5107958,Tangar‡ da Serra,32053,51495
MT,5108006,Tapurah,1250,4198
MT,5108055,Terra Nova do Norte,7113,5823
MT,5108105,Tesouro,3295,2538
MT,5108204,Torixor_u,4009,3581
MT,5108303,Uni‹o do Sul,1610,2771
MT,5108352,Vale de S‹o Domingos,,
MT,5108402,V‡rzea Grande,155307,211303
MT,5108501,Vera,2320,8294
MT,5108600,Vila Rica,4589,10030
MT,5108808,Nova Guarita,2935,1960
MT,5108857,Nova Maril‰ndia,1223,1559
MT,5108907,Nova Maring‡,2052,2624
MT,5108956,Nova Monte verde,3546,2197
MT,5199919,S‹o Gonçalo,,
PA,1500107,Abaetetuba,56389,70843
PA,1500131,Abel Figueiredo,0,4897
PA,1500206,Acar‡,5719,9745
PA,1500305,Afu‡,4093,6782
PA,1500347,çgua Azul do Norte,6325,2827
PA,1500404,Alenquer,20305,25160
PA,1500503,Almeirim,16342,18916
PA,1500602,Altamira,47016,62285
PA,1500701,Anaj‡s,1979,4613
PA,1500800,Ananindeua,68846,392627
PA,1500859,Anapu,0,3083
PA,1500909,Augusto Corrêa,8683,13356
PA,1500958,Aurora do Par‡,6230,5022
PA,1501006,Aveiro,2496,2980
PA,1501105,Bagre,2140,4395
PA,1501204,Bai‹o,6670,10865
PA,1501253,Bannach,1083,1189
PA,1501303,Barcarena,21629,27767
PA,1501402,Bel_m,851519,1272354
PA,1501451,Belterra,3852,5126
PA,1501501,Benevides,5901,20912
PA,1501576,Bom Jesus do Tocantins,4817,6180
PA,1501600,Bonito,1783,2582
PA,1501709,Bragança,45055,56572
PA,1501725,Brasil Novo,0,4371
PA,1501758,Brejo Grande do Araguaia,3184,4255
PA,1501782,Breu Branco,10247,15952
PA,1501808,Breves,28719,40285
PA,1501907,Bujaru,3787,6883
PA,1501956,Cachoeira do Piri‡,2388,2393
PA,1502004,Cachoeira do Arari,4515,5832
PA,1502103,Camet‡,30278,40417
PA,1502152,Cana‹ dos Caraj‡s,3128,3924
PA,1502202,Capanema,39825,46329
PA,1502301,Capit‹o Poço,14557,21121
PA,1502400,Castanhal,92852,121249
PA,1502509,Chaves,735,1233
PA,1502608,Colares,2655,3238
PA,1502707,Conceiç‹o do Araguaia,29851,29370
PA,1502756,Conc—rdia do Par‡,7694,10848
PA,1502764,Cumaru do Norte,1712,1374
PA,1502772,Curion—polis,5983,13250
PA,1502806,Curralinho,3248,5400
PA,1502855,Curu‡,1653,2933
PA,1502905,Curuç‡,7920,9943
PA,1502939,Dom Eliseu,11806,23801
PA,1502954,Eldorado dos Caraj‡s,9091,14112
PA,1503002,Faro,4133,4918
PA,1503044,Floresta do Araguaia,0,4874
PA,1503077,Garraf‹o do Norte,3951,7018
PA,1503093,Goian_sia do Par‡,7164,14878
PA,1503101,Gurup‡,3561,6593
PA,1503200,Igarap_-Açu,12610,19489
PA,1503309,Igarap_-Miri,19797,24983
PA,1503408,Inhangapi,1614,2036
PA,1503457,Ipixuna do Par‡,7939,4991
PA,1503507,Irituia,4024,5826
PA,1503606,Itaituba,37348,64486
PA,1503705,Itupiranga,8431,14754
PA,1503754,Jacareacanga,9470,5670
PA,1503804,Jacund‡,12805,34518
PA,1503903,Juruti,7973,10780
PA,1504000,Limoeiro do Ajuru,2522,3770
PA,1504059,M‹e do Rio,19140,18738
PA,1504109,Magalh‹es Barata,3323,3978
PA,1504208,Marab‡,102435,134373
PA,1504307,Maracan‹,9652,11712
PA,1504406,Marapanim,7712,9490
PA,1504422,Marituba,2874,64884
PA,1504455,Medicil‰ndia,3109,6759
PA,1504505,Melgaço,1887,3180
PA,1504604,Mocajuba,11756,14561
PA,1504703,Moju,16720,17626
PA,1504752,Moju’ dos Campos,,
PA,1504802,Monte Alegre,16987,20921
PA,1504901,Muan‡,4270,7637
PA,1504950,Nova Esperança do Piri‡,2923,5255
PA,1504976,Nova Ipixuna,3747,5207
PA,1505007,Nova Timboteua,4383,4985
PA,1505031,Novo Progresso,9834,9628
PA,1505064,Novo Repartimento,0,15524
PA,1505106,îbidos,20147,22978
PA,1505205,Oeiras do Par‡,4958,7980
PA,1505304,Oriximin‡,19904,29181
PA,1505403,Our_m,2227,6516
PA,1505437,Ouril‰ndia do Norte,5576,9689
PA,1505486,Pacaj‡,4160,7604
PA,1505494,Palestina do Par‡,0,3840
PA,1505502,Paragominas,31996,58240
PA,1505536,Parauapebas,20496,59260
PA,1505551,Pau D'Arco,0,3212
PA,1505601,Peixe-Boi,2924,3901
PA,1505635,Piçarra,0,2755
PA,1505650,Placas,0,3534
PA,1505700,Ponta de Pedras,5866,8641
PA,1505809,Portel,11852,17325
PA,1505908,Porto de Moz,5066,10230
PA,1506005,Prainha,4196,7149
PA,1506104,Primavera,5021,6369
PA,1506112,Quatipuru,3323,4339
PA,1506138,Redenç‹o,44944,59613
PA,1506161,Rio Maria,14507,12840
